SRR1033854_0 SRR1033855_0 SRR1033856_0 SRR1033857_0 SRR1033858_0 SRR1033859_0 SRR1033860_0 SRR1033861_0 SRR1033862_0 SRR1033863_0 SRR1033864_0 SRR1033865_0 SRR1033866_0 SRR1033867_0 SRR1033868_0 SRR1033869_0 SRR1033870_0 SRR1033871_0 SRR1033872_0 SRR1033873_0 SRR1033874_0 SRR1033875_0 SRR1033876_0 SRR1033877_0 SRR1033878_0 SRR1033879_0 SRR1033880_0 SRR1033881_0 SRR1033882_0 SRR1033883_0 SRR1033884_0 SRR1033885_0 SRR1033886_0 SRR1033887_0 SRR1033888_0 SRR1033889_0 SRR1033890_0 SRR1033891_0 SRR1033892_0 SRR1033893_0 SRR1033894_0 SRR1033895_0 SRR1033896_0 SRR1033897_0 SRR1033898_0 SRR1033899_0 SRR1033900_0 SRR1033901_0 SRR1033902_0 SRR1033903_0 SRR1033904_0 SRR1033905_0 SRR1033906_0 SRR1033907_0 SRR1033908_0 SRR1033909_0 SRR1033910_0 SRR1033911_0 SRR1033912_0 SRR1033913_0 SRR1033914_0 SRR1033915_0 SRR1033916_0 SRR1033917_0 SRR1033918_0 SRR1033919_0 SRR1033920_0 SRR1033921_0 SRR1033922_0 SRR1033923_0 SRR1033924_0 SRR1033925_0 SRR1033926_0 SRR1033927_0 SRR1033928_0 SRR1033929_0 SRR1033930_0 SRR1033931_0 SRR1033932_0 SRR1033933_0 SRR1033934_0 SRR1033935_0 SRR1033936_0 SRR1033937_0 SRR1033938_0 SRR1033939_0 SRR1033940_0 SRR1033941_0 SRR1033942_0 SRR1033943_0 SRR1033945_0 SRR1033946_0 SRR1033947_0 SRR1033948_0 SRR1033949_0 SRR1033950_0 SRR1033951_0 SRR1033952_0 SRR1033953_0 SRR1033954_0 SRR1033955_0 SRR1033956_0 SRR1033957_0 SRR1033958_0 SRR1033959_0 SRR1033960_0 SRR1033961_0 SRR1033962_0 SRR1033963_0 SRR1033964_0 SRR1033965_0 SRR1033966_0 SRR1033967_0 SRR1033968_0 SRR1033969_0 SRR1033970_0 SRR1033971_0 SRR1033972_0 SRR1033973_0 SRR1033974_0 SRR1033975_0 SRR1033976_0 SRR1033977_0 SRR1033978_0 SRR1033979_0 SRR1033980_0 SRR1033981_0 SRR1033982_0 SRR1033983_0 SRR1033984_0 SRR1033985_0 SRR1033986_0 SRR1033987_0 SRR1033988_0 SRR1033989_0 SRR1033990_0 SRR1033991_0 SRR1033992_0 SRR1033993_0 SRR1033994_0 SRR1033995_0 SRR1033996_0 SRR1033997_0 SRR1033998_0 SRR1033999_0 SRR1034000_0 SRR1034001_0 SRR1034002_0 SRR1034003_0 SRR1034004_0 SRR1034005_0 SRR1034006_0 SRR1034007_0 SRR1034008_0 SRR1034009_0 SRR1034010_0 SRR1034011_0 SRR1034012_0 SRR1034013_0 SRR1034014_0 SRR1034015_0 SRR1034016_0 SRR1034017_0 SRR1034018_0 SRR1034019_0 SRR1034020_0 SRR1034021_0 SRR1034022_0 SRR1034023_0 SRR1034024_0 SRR1034025_0 SRR1034026_0 SRR1034027_0 SRR1034028_0 SRR1034029_0 SRR1034030_0 SRR1034031_0 SRR1034032_0 SRR1034033_0 SRR1034034_0 SRR1034035_0 SRR1034036_0 SRR1034037_0 SRR1034038_0 SRR1034039_0 SRR1034040_0 SRR1034041_0 SRR1034042_0 SRR1034043_0 SRR1034044_0 SRR1034045_0 SRR1034046_0 SRR1034047_0 SRR1034048_0 SRR1034049_0 SRR1034050_0 SRR1034051_0 SRR1034052_0 SRR1034053_0
ENSMUSG00000000031.9 0 0 0 23.1642682930061 14.4521339453083 10.7100207665015 0 0 0 0 0 82.3334032671736 0.218675315133739 0 0 0 6.99112828870234 0 0 0 22.4475595185238 0 1.67045161697524 0 48.8478574674884 0 0 0 0 0 0 0 0 13.4216463074595 0 14.072138222125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.82931421759766 0 0 0 0 2.53197607293997 0 0 0 0 3.54395804109711 2.98666912886327 0 0 0 0.115103904248958 0 3.43824744962241 1.76447607371118 0 4.20467444388455 0.0618567464403853 0 0 0 0 0 0 1.54779647363631 17.0053478872606 34.4325658584704 35.6601185786059 14.8113412129381 49.0931699750994 38.2092084520622 25.6013958260833 97.8863739653938 54.708118039253 71.6350173702277 9.85420639284669 24.0037409818078 39.6708192505408 8.41799290237766 103.44119235646 93.0114026253869 9.05725286767303 117.663455545289 67.9929898273299 96.5724270451677 19.1628028027872 55.8826897297542 83.9910671039544 76.9947876338708 44.700240775962 117.141422528227 16.2415737874017 95.0542171118314 10.4114150630451 18.5676269248243 39.1094427181976 13.258219817658 35.1964095180458 24.4187525592972 60.6406975278819 36.3747395565005 79.5022718325301 45.693461768149 25.1511008806306 46.9001024485311 13.4040827360324 0 0.628380997648515 45.443171994251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 133.048139370242 1.89093300780745 376.034259072289 21.233590861724 25.5804567599741 5.55039203256936 11.0290601392516 6.50614793270548 88.4891230349915 17.9954636114812 70.2134836597422 58.1737190139229 44.1737291830757 0 36.1981333208252 0.557624011052132 19.8780359005356 119.695073868493 36.1060248692859 82.230153968898 56.3889241373452 138.790198400541 88.6594798162951 26.183599216301 122.767735494778 44.5080351161677 46.5726147994351
ENSMUSG00000000058.6 34.6354356143998 0 0 0 0 28.214174057558 3.18299366520609 44.8512571024045 26.4022042592754 0 0 0 0 0 0 15.1869017113415 0 0 29.4199332393871 0 20.2508160216918 0.134939244860244 44.7411392071883 0.378192069293285 104.97915120912 1.60286884443399 19.9587579747069 3.10487044431031 0.26504802295857 34.5974274777286 10.433867119816 4.48722080736785 2.81966637537492 0.844846562878676 11.4255953680836 9.08238593677326 22.6744774952724 18.4799063743151 5.95519698669678 48.8728831463495 45.2188097351087 2.04155066468278 16.5892752739209 0.329811761023287 11.1044561452823 0.702054288776545 0.0872477609306787 23.0626947666411 65.4760620136084 5.75799134931392 0.171818597532772 20.4846970840117 1.61784774860036 1.56119466169436 0.864245296665571 0 8.21861296982688 18.1765120616977 39.9971020610144 16.0208927183576 0 0.021860269223561 16.0163724055867 21.7667862534293 0.151066262406933 4.45757264912095 6.73310843122244 0 23.0800854253326 10.4951879222968 37.1788199960507 0.152500693196921 23.5872300434023 6.78422109779086 12.2595168468656 0.277625393354239 32.7068133779985 0.101557123236992 0.142793584569475 0 11.6526904090018 13.9824021993576 0 0.239738448293075 0.205885966660886 1.65471030480678 0.946437764102214 0 39.7267807236798 0 1.82770379854613 0.905279883888151 0 0 0 0 0 0 0 10.2444598408781 0 0 0 0 0 0 0 0.277019949454493 0 0 7.99562126859216 0 21.5978105902166 27.9167356122235 0 0.604119017729053 0 13.4475515291416 2.02848819326243 0.218247257319516 13.5255384020767 0 0 0 0 6.99875299161273 0 8.38334323177099 0.943250949436907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.72562602608106 42.1302196756034 0 0 6.82143136944698 0 0 0 0 0 0.268228355968533 0 0 0 0.417612208185316 0 0 1.07124404978255 0 0.335914087192268 0 0 0 8.96667926651071 0 0 0 0 0 0 28.1042182989622 59.3237018631059 0 0 0 0 0 0.25446727290137 0 0 0 0 0 10.1813224881257 3.79452614711475 18.9972704416484 10.8575065243174 0 0 0 5.22640221426306 56.5249309118017 0.212145716896235 9.3541592419014 0 58.4352172122541
ENSMUSG00000000184.9 0.118705574924682 0.0267344012991981 0.00979288708446397 4.47633320446439 17.3358023680045 0 0.653084159748841 0 0 0.011316959977314 0 2.85384299926723 0.98480591858957 1.19306222310338 1.96003924464037 0.0550962805038666 1.81950941562809 0 0 0 7.01714163489814 0 0.461652489389106 0 0 0.0593944510422462 0 0.0554879411461841 0.0348816662800446 0 2.21392323945921 0 0 0.0667106500874661 4.50235729850025 0 0 0 0.187106756852603 0 0.092506937708643 17.3613766967385 0.00848207235773715 0 2.09292997239232 0 0.0190764496039137 0 2.18900765727847 5.73499439205469 0 0 0 0 0 0 3.58544526474949 0.193948467483414 2.52259838437391 2.99616488874057 0.620816569298841 0 0.0182041639351911 1.09440565291908 0.557466351643682 0 2.663293844746 0 0 0.787435692901495 2.15622460384741 0.904464887022315 0 0 3.09326339122719 0 15.7411275831649 0.0206121824318843 0 0 0 1.73578482648882 0.0904715068761569 6.81630058702947 22.6725880334352 6.970960567103 11.1337716494352 26.6322278801975 14.1824048694182 16.2293823843309 0.783244170371182 9.11430880370808 4.28453803034135 6.48679866356693 0 3.5642729439998 23.1060662601157 31.7183205338564 6.95799247132229 17.1874064601999 16.2492734493404 28.48303496413 0.257243607299818 28.5473789203938 24.410750351338 5.59336217274441 0.877069881753273 61.1147759418609 6.32017428651806 2.56715333155733 0.147396385565409 1.18324237556588 25.6686849271173 31.7019221433609 13.2791046037964 0.441624160646663 19.8333642468185 4.81832923494501 23.7895624546368 17.8053402189893 5.39619220708611 9.55518325276625 11.0343326174235 0 2.09481940138456 12.0064288132001 0 0 0 0.535148114423239 2.73709380116405 1.03828513663714 0 0 0 0 0 0 0 2.30808538103236 0 0.473188329785252 0 0.566412035881312 2.42823928987737 0 0 0 0 0 0.597297806787874 0.780225583654027 0 0.143343363843156 3.40541502448162 0 0 0 1.93610295075191 0 0 0 3.1772004618238 1.54804675622289 0 1.99222295034933 1.42504997152462 0 0 2.64662639462133 0 1.31247807899267 17.7805283019536 0 12.7244402831112 0 10.7987014097322 0 0 36.1312702809311 31.685810208239 17.8193090675782 21.3187173434751 8.64594800355831 0.43900540416259 0 2.25210252728672 1.29608926270797 49.9711903824622 0 0.458186188170619 16.5446962739201 13.4451576362374 70.4893589040993 89.5142808043634 4.33920258934247 72.3723844317289 33.9985085510339 20.2388944831258
ENSMUSG00000000216.8 0.442115291788066 0.0880425887744926 0.116616298212331 7.13310395537854 0.342769788305502 0.117774740716152 12.2427903522189 87.3927612839311 0.451192852747045 0.0861705665609346 1.60420572109209 0 0.0128024472247079 0.351459519502048 0 26.8430418806085 0 87.9367170399455 11.0808743931147 0 20.4787288452938 13.9933429026549 0.24529482281583 0.41434964230047 35.2284007128744 0.404503548657002 0.146144392817416 13.0952598255796 0.30845314848697 3.98170704623213 1.11926714311896 0.670837642687465 0 0.194280375869297 26.4870696050081 0.443284010524573 14.6072971047063 12.5908405845199 0 0 8.48556435187177 5.87691751952388 0 0.151426579900558 2.14736841580928 0.753822917283925 0 0.127554596216476 0 0 0 7.28225790600048 0 24.9977232150971 0 11.5588118581369 13.1605682528215 0.226580015467429 0.010411547316075 5.01155711086573 0 0 3.25871879038087 2.31420752536743 0 0.917000526170266 0.050958322252786 0 0.977060630947747 0 0 0.0361690453999784 1.14382313313684 6.61971320216585 0 24.4544534175082 0 0 0 0.402535103199601 0 4.40244429338698 0 0 0 0 0 0 0 0 0 0 0.611724604344857 0 3.68114939863177 0 0.0371520712031453 0 0.0507892643127925 0.0135230290115958 0.0239115791450074 0.927136883620809 0 0.0436606904872653 0 0.0174871750536514 0.0848876176239124 0.0676858797301805 0 0.0195103963001474 0.0732219896436983 0.00398879458496582 0.140623149281981 6.68853257013788 0.0076705301927689 0 0 3.21720590892908 0.201792380880416 0.0710253005798701 0 0 0 0 0 0.0680202240148425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.1535766864907 0 0 0 0 0 0 0 0 49.0605311952859 0 0
ENSMUSG00000000402.2 43.4605452125962 43.8824386088398 3.33280333643549 0 0 0.877212657158511 0 5.98285336345793 0 0.456552505912921 136.369293601666 0 0 0 0 0 0 0 0 0 32.5856397372342 0.136135878019227 22.9001800629468 2.27861772410731 3.48679330454283 0.187136104541682 1.23101726554241 1.99863698334593 0.112091905937689 0.857655947073782 21.2643635035111 0.144225609111522 3.19841746008798 37.8004367824702 0.206341970161533 0.125963069453825 0 0 0.106259834537447 20.0285491397368 0 7.71567435433276 0 0 0 0 17.5669365724938 2.78111359881846 9.03880638629956 0 13.3568864875267 35.5506791558823 0 0.0541303879426838 0 0 0 41.1038945271073 0 0 9.33904400456234 18.236345812471 5.41400919560655 1.17919720372968 0 0 0 19.2013382253353 0 0.404528261173119 0 0 0.725016563465897 0.0229324751306881 0 0 0.138558110610758 14.7006670453578 9.46440749752724 0 0 5.37046845532539 2.32018463363803 24.5015040303826 8.83440682166016 27.4125444574212 7.72685714306091 56.7029197372726 23.0757434636367 15.1933536323851 2.60270327673802 0.456235106039635 0 21.6857166443512 14.6697415413551 7.95086528908704 19.6681758546088 22.8615496256023 42.0158656202483 11.9463507796047 11.2052890175228 0.0630520905258843 10.0281758392831 28.2887784509376 0.115052970896756 0 0.262129355048174 6.51578453770644 37.9834325599407 0 18.2797207722964 25.2660947307394 0 28.5114821793717 0.038094004803882 40.3394959908852 0 9.61904348052054 0 0 0 19.8382523088419 0 0 9.78877598513213 36.2538824118554 2.13974268408289 20.1592564527223 5.28345131037295 3.4795042497772 0 8.78996334486904 2.11684145300291 6.32898711385652 1.80277351625963 10.7873172860571 7.36409917666357 3.66011982813736 14.9774139621501 7.54325199089257 4.33684045948114 0.738473885890464 1.77512139070301 12.5727172496586 0 0 3.72943764265125 1.9045683755597 0 0 12.0604270788912 1.19670998011368 6.85492607676894 5.52720050412493 14.5139183554252 11.3853364800091 0 1.48533081124484 12.8314746636171 5.73326711029519 5.01196733684665 0 1.03662960251336 0 7.29617881905515 25.1130278227894 25.4293357494721 12.3783765083127 2.9776461521552 6.48240633634826 16.1329218443584 14.5015221176246 62.7083325209478 70.4687458156979 0 153.535925637529 44.2640480221683 0 7.4910312172006 0 5.52243635255025 0.538134879564025 0.774958445306623 0.733549097819181 1.84269046002369 17.4221577624512 24.6773785690639 6.0690902674696 0.713139762572356 37.8040325657904 2.77348478281232 0.583537185078618 0 0 1.62272548517719 0.214353931294332 1.18418868454004 101.936535972236 1.21855035481182
ENSMUSG00000001025.4 69.5897644490564 0 0 0.148307632093372 0 27.4694312312223 55.2018762265257 404.640544878537 54.6975042151777 0 0 41.7917065799247 0 26.6746195793505 3.76161006960401 3.70930259781263 0 145.608321938212 46.7853212386316 0 109.702891683479 5.95863702355051 100.483996532985 0.702267451490888 250.220982122893 74.5736864994593 67.9987779582282 85.1373543594166 67.8078923825577 77.3701963808877 128.467602700926 147.187103487154 25.7050815046634 21.2954763720525 23.0592224291855 73.7009662352477 122.119318504594 123.831520880477 39.6655934272945 56.6322949967618 72.2330287862314 55.8923455387927 5.55008716781447 44.2060946929334 84.1696676473638 18.9150272162655 0 150.969441768983 65.932622729561 79.6037280135575 0.140779714396187 74.6588241609403 39.0049061158839 62.5947816736885 80.1457477276124 81.9246608387318 99.9634161141013 118.940090164982 15.801455918948 2.76242787856869 5.13770291261425 0 5.22242277407491 76.3293975519625 11.6470463416324 51.2851910490535 24.0222595957648 0 24.3616795953105 17.9382521366374 37.894651620963 10.1041015757453 23.1091848172323 56.8513174903652 67.2268417224374 4.20698865262426 46.2640587766562 32.9238437398968 0.553639067253724 128.708753822814 20.0879903579019 30.5508835778045 0.171863222614138 17.3583250977213 0 0.558105763626486 33.0547052244985 0 163.95890358521 0 0 16.1958978484167 72.036534413222 0 2.669053213363 1.07494848201528 41.3374440671319 11.8802633486887 8.36597704538829 25.2935789475595 3.59423477995469 1.16217497813955 0.400190083132481 16.054099244043 26.1537565135977 0.451852121083155 0.330392667540844 65.2558195967396 2.40923052839411 34.5198595677453 0 0.213132305504278 28.1241239495965 44.2862145672372 0.254812908969182 0 11.9213887740597 0 0 15.3799369080691 0.496997954166158 1.26918615462095 0 0 0.7421658906375 15.2587503242081 0 0 0 0 0 0 0 0 0 0 0 0 0 10.4029589903036 0 0 0 0 428.352502921183 0 0 0 0 3.07472486714801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.10968453146401 0 0 0 0 33.2831673879532 0 82.1153454567858 0 20.8404867965163 0 0 0 8.57330097440366 0 0 16.9779074933336 0 0 0 0 1.70406545449704 0 0 0 0 0 38.1497172490266 0 4.02504884054046 0 118.141844005264
ENSMUSG00000001435.8 0 0 0.343498534252355 0.00156630357450432 0.0132210838898163 0.102651081709902 0 0 0.00606023632802218 0 0 0.0879229218697066 0 0 0 0.00265260129480507 0 0 0 0 11.2626500416262 0 0.0157931870934356 0.00906266594435733 7.72519999373097 0 0 0 0 0.0067654880801237 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0020409744884855 0 0 2.02824172464983 0 0 0.0285578126229962 0.095265377260407 0.0795662696928995 0.00489932061602802 0 0 0 0 0.00923273169475284 0 0 0 0.0128925855663891 0 0.0178622790624459 0 0 0.00239492911595986 0 0 0 0.00323663617152692 0 0 0 0 0 0 2.73593208598353 2.32787686629961 0 0 0.18428334682055 14.1668867083431 4.46493353349228 17.7288109150605 10.7302666184511 2.11062701617596 18.0292011901945 15.0822978143731 0.0765283255280318 0.820015637051203 6.94190239992955 0.0536844457244082 15.959179434799 9.19957870202509 12.1345974940303 15.8851066192343 13.0298584047331 16.2421636696498 19.0495312899409 21.8406752656748 0.143011438694508 16.1009034312248 42.2001727110171 0.117789998206476 0.108645112468842 0.660176786451654 10.5733254209008 15.9896020785709 0.15495848867868 15.3899564618583 4.01027766862232 0.0577075929319764 21.402573111309 0.413123986393912 19.086004666439 11.4261856583354 5.62112166158621 0.37617471492332 0.289364547127461 8.68055027414024 15.4858062672859 0.101679055348053 0 17.6396801613161 8.79643712943775 0.0201329045983099 0.0862756502930613 0 0 0 0 0 0.193513469635293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0531102031883527 0 0 0 0 0 0 0 0 0.0892786113138687 0.662082028680211 0 16.6923601299984 1.09546957825862 0 20.9360631294968 19.8824871655662 0 11.9788061525917 0.38640363227161 0 0 0.0593560968198838 0.104841857273486 0.0627025768903783 0.598142621032033 35.0322373369349 5.24752695550843 0.0137071101768898 9.73203963654808 0.118686080594255 0 0.0600248899329527 2.40696097677347 0 5.10551128220991 0.159392020891184 18.3417515333863 0.0561434318501079
ENSMUSG00000001525.9 0 14.2504403219933 18.3496596480389 0 0 0 0.0489218346751274 29.3788993129541 0.0422467912601425 0 9.94778051562242 0 0.0315902386212949 0.20579858801519 0 1.39474553164309 0 0 1.80042498691317 0 22.9593978115538 0.267069327625738 3.10144820859601 0 12.6925659400486 0.0648598858548207 14.3618324799998 0 2.72538263245523 0 0 2.66121816689199 5.75016316579008 0 0 4.03462886486963 7.19180644930773 0.347809653597186 9.9616445460146 0.883676011857579 0 45.7821643425595 0 0 0 0 0 0 15.9673257914576 59.0126035025041 0 0 0 2.44738436293154 1.42116580046661 0 10.4190999977579 6.83841707462746 0 0 0 0 0.490159535641231 0 0 0.721546570425886 3.51572245860097 0.522443440414999 0 1.3332271116944 0 0 1.22095949596912 0.150768436194019 10.697321789307 0 17.6465173122749 0.113313877819698 0.032597558815177 0 6.77230382050378 2.99713091229131 81.8183733170849 62.7271387594429 106.906240740491 3.92948573347953 117.488988951338 85.7333579968713 49.0498197143951 10.3375209141853 43.6211121232055 73.0799887491174 2.60253084143425 38.3717283306282 153.277181542646 79.948700110798 30.5849050650036 95.8360895165909 106.287315690316 54.7620445980111 89.1513058026649 29.7069531728628 61.9790699579515 89.8718937064251 73.9454792283484 25.6611833518543 69.4917085809077 40.5574537370568 64.06640156251 75.0069603728022 43.2337850266237 5.7040528406079 0.157056253417135 17.2352143928202 32.3614626821304 39.2252066069839 45.0142207672487 44.0588094444939 83.1757517626411 21.2915959768931 51.6619178074009 41.9526052991279 33.1804991413974 0 70.0825850320451 97.4056833188692 1.00427543261024 3.78351118722487 0 0 0 0.956711922022928 0 0 0 0 0 0 0 0 0 0 0 0 15.7304457724875 0 0 0 0 0 0 0 0 0 0 0 0 1.51386599981538 0 0 0 0 0.923272128758905 0 0.745282597422611 0 0 0 0 0 0 3.21873576430131 263.006846138256 47.0832515017856 82.5457858952048 432.059568951038 212.144458567078 83.9366777804027 39.7840738007052 228.292622980901 54.496239929662 121.039217314713 183.65652301541 56.809062823822 110.339342981304 23.0261240694554 239.488314755572 57.5683583049207 0 208.671441306895 34.7926860887828 49.0504424781212 258.435143624618 38.2642469497515 212.878209389201 19.6463043405988 166.498925982451 29.9377856031523 84.9315283998938
ENSMUSG00000002944.9 58.0943605606755 29.1232641328923 23.1773419167669 0 0 0.907298479857026 0.00962176930341064 0 0.0341219775517824 0.0551907076417876 52.9616750822461 2.30855875976029 0.0165566389796653 0.718089729545446 0 0.0332799455725836 0.0128286234026099 0 0 0.733695098122488 32.8774951162207 0.0824176884365431 0.61892760310184 3.42818802063781 0.538139301298396 0.0902952633838212 4.5914976434208 0.144566459857221 0 0.0957550430486476 26.8530054853479 0 6.30482411820479 1.22932035298862 0 0 0.0260790333242112 0 1.33834309546984 0.0542054180038703 0 0 0.145180401375313 0.0849280842756079 1.15032734363485 0.0646268423625812 33.0729553630856 0.193770057706147 0.711625437403014 0 13.3297602317312 1.86679911183926 0 0 0 0 0.0079374357556605 18.5784386908641 0.188401362076173 1.61460583981503 27.0121572766335 38.5339604191704 0.0739245868702879 19.5817890115752 0.162386939627487 0.138081873214214 0.256278181985806 23.4276252515228 0.113487573912055 16.3094376038701 0.0413169621042716 0.0228025323073542 0.13258801386581 0 0.0352421773621327 0 0 18.0748071359654 8.35571508083247 0 0.00429471184543108 7.46636089570956 0.00180196420291601 0.233037818698161 0 0.0717292822582573 0.579930658036237 0.850772651259425 1.98490726886224 0.00332824694613239 0 0 0.102579715458607 0.00121548313922283 0 0 0.00919210353795626 0 0 0 0 0 1.91139069987777 2.2619566108742 0 0 0 0 0.0081821366467185 0 0 0 0 28.637073590145 0.00291258856699991 0 0.0641108385190023 0.00165104023173053 0 0.0047592532133091 6.30931935204866 0.00784774088356809 0 37.5113233379259 5.83536330143622 1.30391647871898 13.9001293960055 27.7975284405876 15.2168614974713 2.84705159043918 1.69173525150617 2.93743921941831 5.82407074482528 18.6788451756228 6.61543908798879 19.1581190697959 27.530365170217 14.9463371402133 13.6388385273718 76.8850948744381 7.81413068213718 14.1548093839949 16.0937283356642 18.4623338837312 24.56968228898 0.426576399922909 27.4309988128718 7.63961329241792 5.22710265730466 2.18833719854028 28.036270890697 19.6738128177798 9.35307351329663 7.08368373779881 21.2833259122541 13.7796805785688 0.307818086973608 0 11.3979143764983 10.2952690558591 0.887444942054014 6.10736369246872 8.08377554448147 28.1914712565956 4.73209991716633 13.1685348568846 15.9147227845574 36.8931204511662 9.11403439305276 42.2232079202836 23.4207907869516 29.1596448574743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.51437621034157 0 0 0 0 0 0 0 0 9.22596820293676 0 0 0
ENSMUSG00000003038.9 17.6241943346169 10.1283648539186 0 10.3299737722035 5.123950420816 4.84741378324833 0 0 0 5.84335951991603 115.801277365743 37.8446537294234 0 17.7583008574774 22.8382746941334 0 7.85449433866116 0 0.459007493119307 0 43.2808401188647 0 0 1.70610969881982 122.039374807371 0 0 0 0 0 1.89517306013676 0 21.0326437734065 0 0 0 0 0 2.47992630337039 0 28.0371151615631 0 0 0 0 0.664213959645348 0 0 19.4991039172218 0 0 0 0 2.16309880284683 0 0 8.88993645246257 8.02066668312932 1.59288402771909 3.06041706091183 11.7284353074363 7.60246886338696 10.2110107789163 9.85044372885981 0.445677244776541 0.744812074413772 13.1582576932432 6.74099768262541 4.32954590939896 5.38062723890271 5.10780245526927 1.02402145796056 2.52597230323278 0 1.76395642324889 0 35.6176540414562 0.566066075873481 0 14.8955261219394 0 8.25387920012283 82.3189266313541 180.998235411897 202.606591854274 92.4861886450485 152.599178039291 174.547439469979 135.765085292079 54.9459041011298 51.5084501021395 133.398822080771 59.2859304237022 180.871100320635 210.288647895817 147.069248777324 225.73062969318 159.144521142018 189.488787848351 142.848536503379 166.129686912689 63.5139242364906 72.5543415910747 140.934837645693 114.446475814462 4.20420931270011 52.5097832855908 161.827235919383 185.890157488983 147.634177237751 95.3681048176927 58.4285103961401 44.4339291586604 83.4637194625765 58.0118735258605 133.893814971192 83.6595984683626 103.995187422056 94.0489201880338 46.1084640599217 93.1185737004596 126.574264637416 68.2340487164063 82.3081965831969 148.461621162005 191.64041203649 0 0 0 0 0 1.83210963922265 0 2.25873307228005 0 0 0 3.89704919005714 0 3.56319188009607 0 0 0 1.73495600300958 0 0 0 0.725950998058099 0 0 0 0 0 1.85654400888482 0 1.74197251438019 0 0 0 0 0 0 0 0 0 0 0 0 0 9.74165630508716 0 3.77200003042274 128.272664850731 104.306622468595 0 197.660956288238 159.140565742984 127.462882244679 63.0632519529298 161.04119463035 37.5543199791918 116.516780038669 186.854063119788 25.3198388199349 58.6418219072472 198.140498027689 145.850654127464 31.7172787182258 24.70366065809 157.478324073575 1.87599260828514 45.8735959077868 161.436804919252 104.894800442583 95.7539222770302 111.360721742479 279.859191141081 177.103326542953 109.986953399124
